period,total_transactions,bet_transactions,bet_percentage
2011-07-14,8716,0,0.0
2011-07-15,7998,0,0.0
2011-07-16,8876,0,0.0
2011-07-17,8379,0,0.0
2011-07-18,8976,0,0.0
2011-07-19,9185,0,0.0
2011-07-20,8863,0,0.0
2011-07-21,8163,0,0.0
2011-07-22,8991,0,0.0
2011-07-23,7415,0,0.0
2011-07-24,8219,0,0.0
2011-07-25,9485,0,0.0
2011-07-26,8370,0,0.0
2011-07-27,7995,0,0.0
2011-07-28,8119,0,0.0
2011-07-29,7315,0,0.0
2011-07-30,6209,0,0.0
2011-07-31,8099,0,0.0
2011-08-01,8195,0,0.0
2011-08-02,8817,0,0.0
2011-08-03,7737,0,0.0
2011-08-04,8307,0,0.0
2011-08-05,7360,0,0.0
2011-08-06,6834,0,0.0
2011-08-07,6710,0,0.0
2011-08-08,7267,0,0.0
2011-08-09,9219,0,0.0
2011-08-10,8335,0,0.0
2011-08-11,7596,0,0.0
2011-08-12,7165,0,0.0
2011-08-13,7398,0,0.0
2011-08-14,7471,0,0.0
2011-08-15,8379,0,0.0
2011-08-16,9640,0,0.0
2011-08-17,7722,0,0.0
2011-08-18,7415,0,0.0
2011-08-19,7614,0,0.0
2011-08-20,7191,0,0.0
2011-08-21,7667,0,0.0
2011-08-22,7815,0,0.0
2011-08-23,7277,0,0.0
2011-08-24,7367,0,0.0
2011-08-25,7241,0,0.0
2011-08-26,7421,0,0.0
2011-08-27,6361,0,0.0
2011-08-28,5589,0,0.0
2011-08-29,8094,0,0.0
2011-08-30,7804,0,0.0
2011-08-31,7292,0,0.0
2011-09-01,7203,0,0.0
2011-09-02,7026,0,0.0
2011-09-03,5925,0,0.0
2011-09-04,7258,0,0.0
2011-09-05,7039,0,0.0
2011-09-06,7830,0,0.0
2011-09-07,7090,0,0.0
2011-09-08,6497,0,0.0
2011-09-09,7376,0,0.0
2011-09-10,5993,0,0.0
2011-09-11,6443,0,0.0
2011-09-12,6575,0,0.0
2011-09-13,6519,0,0.0
2011-09-14,6200,0,0.0
2011-09-15,6474,0,0.0
2011-09-16,6209,0,0.0
2011-09-17,5454,0,0.0
2011-09-18,5986,0,0.0
2011-09-19,6653,0,0.0
2011-09-20,8145,0,0.0
2011-09-21,7684,0,0.0
2011-09-22,6139,0,0.0
2011-09-23,6328,0,0.0
2011-09-24,5728,0,0.0
2011-09-25,5722,0,0.0
2011-09-26,5639,0,0.0
2011-09-27,6101,0,0.0
2011-09-28,6017,0,0.0
2011-09-29,5589,0,0.0
2011-09-30,5865,0,0.0
2011-10-01,5374,0,0.0
2011-10-02,5035,0,0.0
2011-10-03,6521,0,0.0
2011-10-04,5809,0,0.0
2011-10-05,5771,0,0.0
2011-10-06,5912,0,0.0
2011-10-07,5674,0,0.0
2011-10-08,5402,0,0.0
2011-10-09,5457,0,0.0
2011-10-10,5882,0,0.0
2011-10-11,5930,0,0.0
2011-10-12,5949,0,0.0
2011-10-13,4984,0,0.0
2011-10-14,6111,0,0.0
2011-10-15,5579,0,0.0
2011-10-16,4981,0,0.0
2011-10-17,5781,0,0.0
2011-10-18,4863,0,0.0
2011-10-19,5130,0,0.0
2011-10-20,4649,0,0.0
2011-10-21,5206,0,0.0
2011-10-22,5114,0,0.0
2011-10-23,5608,0,0.0
2011-10-24,5934,0,0.0
2011-10-25,5226,0,0.0
2011-10-26,5272,0,0.0
2011-10-27,4677,0,0.0
2011-10-28,5118,0,0.0
2011-10-29,5596,0,0.0
2011-10-30,4980,0,0.0
2011-10-31,5182,0,0.0
2011-11-01,5777,0,0.0
2011-11-02,5991,0,0.0
2011-11-03,6253,0,0.0
2011-11-04,6540,0,0.0
2011-11-05,5928,0,0.0
2011-11-06,5034,0,0.0
2011-11-07,5496,0,0.0
2011-11-08,5994,0,0.0
2011-11-09,6448,0,0.0
2011-11-10,6541,0,0.0
2011-11-11,5093,0,0.0
2011-11-12,5127,0,0.0
2011-11-13,5374,0,0.0
2011-11-14,5908,0,0.0
2011-11-15,6106,0,0.0
2011-11-16,6048,0,0.0
2011-11-17,4959,0,0.0
2011-11-18,5169,0,0.0
2011-11-19,4724,0,0.0
2011-11-20,5125,0,0.0
2011-11-21,4770,0,0.0
2011-11-22,5491,0,0.0
2011-11-23,5598,0,0.0
2011-11-24,5018,0,0.0
2011-11-25,5486,0,0.0
2011-11-26,4752,0,0.0
2011-11-27,5061,0,0.0
2011-11-28,5930,0,0.0
2011-11-29,6414,0,0.0
2011-11-30,6857,0,0.0
2011-12-01,6352,0,0.0
2011-12-02,6318,0,0.0
2011-12-03,5631,0,0.0
2011-12-04,5385,0,0.0
2011-12-05,6237,0,0.0
2011-12-06,7978,0,0.0
2011-12-07,6135,0,0.0
2011-12-08,5820,0,0.0
2011-12-09,5588,0,0.0
2011-12-10,5678,0,0.0
2011-12-11,5261,0,0.0
2011-12-12,4862,0,0.0
2011-12-13,5406,0,0.0
2011-12-14,5692,0,0.0
2011-12-15,4850,0,0.0
2011-12-16,5164,0,0.0
2011-12-17,4993,0,0.0
2011-12-18,4632,0,0.0
2011-12-19,5844,0,0.0
2011-12-20,6295,0,0.0
2011-12-21,5577,0,0.0
2011-12-22,5859,0,0.0
2011-12-23,5682,0,0.0
2011-12-24,4658,0,0.0
2011-12-25,5286,0,0.0
2011-12-26,5641,0,0.0
2011-12-27,5211,0,0.0
2011-12-28,5000,0,0.0
2011-12-29,5212,0,0.0
2011-12-30,5051,0,0.0
2011-12-31,5137,0,0.0
2012-01-01,5001,0,0.0
2012-01-02,5410,0,0.0
2012-01-03,5773,0,0.0
2012-01-04,5731,0,0.0
2012-01-05,6994,0,0.0
2012-01-06,6644,0,0.0
2012-01-07,5905,0,0.0
2012-01-08,6404,0,0.0
2012-01-09,6112,0,0.0
2012-01-10,6677,0,0.0
2012-01-11,7139,0,0.0
2012-01-12,6696,0,0.0
2012-01-13,6847,0,0.0
2012-01-14,6807,0,0.0
2012-01-15,6312,0,0.0
2012-01-16,6974,0,0.0
2012-01-17,6752,0,0.0
2012-01-18,6647,0,0.0
2012-01-19,6902,0,0.0
2012-01-20,6780,0,0.0
2012-01-21,6366,0,0.0
2012-01-22,5325,0,0.0
2012-01-23,6100,0,0.0
2012-01-24,7268,0,0.0
2012-01-25,7961,0,0.0
2012-01-26,6598,0,0.0
2012-01-27,6337,0,0.0
2012-01-28,5910,0,0.0
2012-01-29,6426,0,0.0
2012-01-30,6153,0,0.0
2012-01-31,6925,0,0.0
2012-02-01,6502,0,0.0
2012-02-02,7164,0,0.0
2012-02-03,7050,0,0.0
2012-02-04,7237,0,0.0
2012-02-05,6774,0,0.0
2012-02-06,6136,0,0.0
2012-02-07,7012,0,0.0
2012-02-08,7024,0,0.0
2012-02-09,7488,0,0.0
2012-02-10,8456,0,0.0
2012-02-11,7679,0,0.0
2012-02-12,7030,0,0.0
2012-02-13,7992,0,0.0
2012-02-14,9489,0,0.0
2012-02-15,9337,0,0.0
2012-02-16,9537,0,0.0
2012-02-17,6778,0,0.0
2012-02-18,6516,0,0.0
2012-02-19,5958,0,0.0
2012-02-20,6339,0,0.0
2012-02-21,6420,0,0.0
2012-02-22,7194,0,0.0
2012-02-23,8014,0,0.0
2012-02-24,6930,0,0.0
2012-02-25,6306,0,0.0
2012-02-26,5821,0,0.0
2012-02-27,6735,0,0.0
2012-02-28,6725,0,0.0
2012-02-29,6719,0,0.0
2012-03-01,6811,0,0.0
2012-03-02,7645,0,0.0
2012-03-03,5187,0,0.0
2012-03-04,6591,0,0.0
2012-03-05,6979,0,0.0
2012-03-06,6368,0,0.0
2012-03-07,6635,0,0.0
2012-03-08,6637,0,0.0
2012-03-09,6502,0,0.0
2012-03-10,5370,0,0.0
2012-03-11,5223,0,0.0
2012-03-12,6141,0,0.0
2012-03-13,7395,0,0.0
2012-03-14,6895,0,0.0
2012-03-15,6284,0,0.0
2012-03-16,6935,0,0.0
2012-03-17,6876,0,0.0
2012-03-18,6039,0,0.0
2012-03-19,6652,0,0.0
2012-03-20,6834,0,0.0
2012-03-21,7000,0,0.0
2012-03-22,6587,0,0.0
2012-03-23,6156,0,0.0
2012-03-24,6375,0,0.0
2012-03-25,6212,0,0.0
2012-03-26,6619,0,0.0
2012-03-27,6666,0,0.0
2012-03-28,7239,0,0.0
2012-03-29,7518,0,0.0
2012-03-30,6828,0,0.0
2012-03-31,6192,0,0.0
2012-04-01,5563,0,0.0
2012-04-02,6472,0,0.0
2012-04-03,7739,0,0.0
2012-04-04,7143,0,0.0
2012-04-05,7028,0,0.0
2012-04-06,6699,0,0.0
2012-04-07,6080,0,0.0
2012-04-08,5915,0,0.0
2012-04-09,6617,0,0.0
2012-04-10,8468,0,0.0
2012-04-11,7858,0,0.0
2012-04-12,8290,0,0.0
2012-04-13,7041,0,0.0
2012-04-14,8027,0,0.0
2012-04-15,7371,0,0.0
2012-04-16,8577,0,0.0
2012-04-17,7805,0,0.0
2012-04-18,8580,0,0.0
2012-04-19,7900,0,0.0
2012-04-20,8285,0,0.0
2012-04-21,7201,30,0.41660880433273156
2012-04-22,6354,48,0.7554296506137866
2012-04-23,7104,98,1.3795045045045045
2012-04-24,7660,73,0.9530026109660574
2012-04-25,7557,345,4.565303691941247
2012-04-26,10099,1372,13.585503515199523
2012-04-27,7195,153,2.1264767199444057
2012-04-28,7427,340,4.577891477043221
2012-04-29,7729,615,7.957044895846812
2012-04-30,9413,909,9.65685753744821
2012-05-01,10208,1394,13.655956112852666
2012-05-02,9978,1060,10.62337141711766
2012-05-03,14002,2997,21.404085130695616
2012-05-04,14098,3001,21.28670733437367
2012-05-05,12998,2991,23.011232497307276
2012-05-06,11150,2170,19.46188340807175
2012-05-07,18247,4767,26.124842439853126
2012-05-08,17719,4497,25.379536091201537
2012-05-09,17245,4255,24.673818498115395
2012-05-10,11782,2317,19.665591580376844
2012-05-11,19061,5534,29.033104244268404
2012-05-12,18326,5862,31.987340390701736
2012-05-13,14737,4005,27.176494537558526
2012-05-14,28349,9578,33.786024198384425
2012-05-15,22235,7066,31.778727231841692
2012-05-16,18078,5330,29.483349928089392
2012-05-17,16935,4850,28.63891349276646
2012-05-18,24481,8715,35.59903598709203
2012-05-19,35404,14499,40.95299966105525
2012-05-20,31460,12225,38.85886840432295
2012-05-21,31604,11998,37.963548917858496
2012-05-22,23480,7644,32.55536626916525
2012-05-23,27432,9763,35.589822105570136
2012-05-24,26589,9436,35.48835984805746
2012-05-25,28999,10709,36.92885961584882
2012-05-26,23279,8170,35.09600927874909
2012-05-27,26447,9820,37.1308655045941
2012-05-28,29888,11355,37.99183618843683
2012-05-29,29816,10142,34.015293801985514
2012-05-30,25580,8340,32.60359655981235
2012-05-31,21013,6207,29.538856898110694
2012-06-01,27069,9449,34.90708929033212
2012-06-02,12800,3163,24.7109375
2012-06-03,33601,12749,37.94232314514449
2012-06-04,45938,19224,41.84770778005137
2012-06-05,44364,17635,39.75069876476422
2012-06-06,15937,3631,22.783459873250926
2012-06-07,33203,12273,36.963527392103124
2012-06-08,23897,7698,32.21324852491945
2012-06-09,33050,12206,36.93192133131619
2012-06-10,40721,16048,39.40964121706244
2012-06-11,32531,11827,36.35609111309213
2012-06-12,18243,2076,11.379707284986022
2012-06-13,56794,22460,39.54643096101701
2012-06-14,61938,20978,33.86935322419193
2012-06-15,54986,19591,35.62906921761903
2012-06-16,43282,14374,33.21011043851947
2012-06-17,43909,13120,29.879979047575667
2012-06-18,39071,12531,32.072381049883546
2012-06-19,35962,11042,30.70463266781603
2012-06-20,32246,7378,22.88035725361285
2012-06-21,26782,6188,23.105070569785678
2012-06-22,23565,5670,24.061107574793127
2012-06-23,22303,5309,23.803972559745326
2012-06-24,22392,6707,29.952661664880313
2012-06-25,28713,7615,26.52108800891582
2012-06-26,30235,6593,21.805854142550025
2012-06-27,30875,5625,18.218623481781375
2012-06-28,26522,5862,22.102405550109346
2012-06-29,22877,3999,17.48043886873279
2012-06-30,22618,3752,16.58855778583429
2012-07-01,19276,2524,13.094002905167045
2012-07-02,25147,3933,15.640036584880901
2012-07-03,22667,4037,17.810032205408742
2012-07-04,23164,4410,19.038162666206183
2012-07-05,21643,4617,21.332532458531627
2012-07-06,23916,5570,23.289847800635556
2012-07-07,25615,4984,19.45734920944759
2012-07-08,20799,4169,20.0442328958123
2012-07-09,25129,4520,17.98718611962275
2012-07-10,35080,8351,23.805587229190422
2012-07-11,31250,6673,21.3536
2012-07-12,24303,3576,14.714232810764102
2012-07-13,24556,3681,14.990226421241246
2012-07-14,22787,3528,15.48251195857287
2012-07-15,26345,6362,24.14879483773012
2012-07-16,31379,7597,24.210459224321998
2012-07-17,35201,8885,25.240760205675976
2012-07-18,32588,8522,26.150730330182892
2012-07-19,31035,8233,26.528113420331884
2012-07-20,36794,8407,22.848834049029733
2012-07-21,34593,7931,22.926603648136908
2012-07-22,34860,8478,24.32013769363167
2012-07-23,32698,6969,21.31323016698269
2012-07-24,28369,6167,21.73851739574888
2012-07-25,27327,4805,17.58334248179456
2012-07-26,30707,7716,25.127821018008923
2012-07-27,27155,6612,24.349106978457005
2012-07-28,35230,8509,24.15271075787681
2012-07-29,34483,9886,28.669199315604793
2012-07-30,34395,9479,27.559238261375203
2012-07-31,41507,8359,20.138771773435806
2012-08-01,30538,6014,19.693496627153056
2012-08-02,33211,7577,22.814730059317696
2012-08-03,27780,5065,18.232541396688266
2012-08-04,29010,6155,21.216821785591176
2012-08-05,33283,8541,25.66174924135445
2012-08-06,35400,8643,24.415254237288135
2012-08-07,29603,6202,20.950579333175693
2012-08-08,40168,10297,25.63483369846644
2012-08-09,29942,6379,21.304522076013626
2012-08-10,28375,5797,20.429955947136563
2012-08-11,33139,8014,24.18298681312049
2012-08-12,34636,8612,24.86430303730223
2012-08-13,48872,11878,24.30430512358815
2012-08-14,34506,8929,25.876659131745207
2012-08-15,52969,12702,23.980063810908266
2012-08-16,46477,9180,19.751705144480066
2012-08-17,40554,7614,18.77496671105193
2012-08-18,37162,7025,18.903718852591357
2012-08-19,36951,8975,24.288923168520473
2012-08-20,35837,8353,23.3083126377766
2012-08-21,42415,10094,23.798184604503124
2012-08-22,37874,8180,21.597929978349264
2012-08-23,31818,5973,18.772392985102773
2012-08-24,32275,6802,21.075135553834237
2012-08-25,33439,8684,25.969676126678433
2012-08-26,29520,7092,24.024390243902438
2012-08-27,33096,8561,25.867174280879862
2012-08-28,29838,7584,25.417253167102356
2012-08-29,34209,7654,22.37422900406326
2012-08-30,33914,9484,27.964852273397415
2012-08-31,40624,9937,24.460909807010633
2012-09-01,40774,10595,25.984696129886693
2012-09-02,33588,8182,24.359890437060855
2012-09-03,38238,11925,31.186254511219207
2012-09-04,39946,10063,25.19150853652431
2012-09-05,41135,9603,23.345083262428588
2012-09-06,42790,11046,25.814442626781958
2012-09-07,33483,7907,23.614968790132306
2012-09-08,31173,7618,24.437814775607094
2012-09-09,31464,6756,21.472158657513347
2012-09-10,33632,8533,25.37166983824929
2012-09-11,38225,9384,24.54937867887508
2012-09-12,28096,6221,22.141941913439638
2012-09-13,29025,7365,25.37467700258398
2012-09-14,36118,9797,27.124979234730606
2012-09-15,27248,6836,25.088079859072227
2012-09-16,28415,6823,24.011965511173674
2012-09-17,24446,5331,21.80724862963266
2012-09-18,32821,7133,21.733036775235366
2012-09-19,32231,7101,22.03158449939499
2012-09-20,31282,5848,18.694456876158814
2012-09-21,30347,7750,25.53794444261377
2012-09-22,22014,4681,21.263741255564643
2012-09-23,27999,6766,24.16514875531269
2012-09-24,29190,7288,24.96745460774238
2012-09-25,24177,3355,13.876825081689208
2012-09-26,32413,6523,20.12464134760744
2012-09-27,28347,5942,20.961653790524572
2012-09-28,32768,6628,20.22705078125
2012-09-29,23992,4423,18.435311770590197
2012-09-30,20668,4002,19.363266886007356
2012-10-01,24727,5191,20.99324624903951
2012-10-02,32878,6036,18.358780947746215
2012-10-03,26669,4747,17.799692526903897
2012-10-04,32615,7843,24.047217537942664
2012-10-05,36371,10492,28.84715845041379
2012-10-06,32672,9810,30.02571008814887
2012-10-07,34726,9854,28.376432644128318
2012-10-08,38211,11343,29.685169192117456
2012-10-09,35450,9353,26.383638928067697
2012-10-10,31226,7764,24.863895471722284
2012-10-11,27684,6313,22.80378558011848
2012-10-12,28693,7035,24.51817516467431
2012-10-13,33090,8705,26.307041402236326
2012-10-14,27414,7002,25.541694024950758
2012-10-15,30998,7716,24.891928511516873
2012-10-16,34533,9423,27.2869429241595
2012-10-17,31813,6472,20.34388457548801
2012-10-18,28257,4989,17.655802102133986
2012-10-19,25353,4474,17.64682680550625
2012-10-20,30442,7905,25.967413441955195
2012-10-21,40833,12771,31.276173683050473
2012-10-22,43154,14060,32.58098901608194
2012-10-23,32031,8284,25.86244575567419
2012-10-24,32194,7559,23.479530347269677
2012-10-25,26998,5191,19.22735017408697
2012-10-26,21927,2755,12.564418297076664
2012-10-27,16313,2022,12.395022374793111
2012-10-28,17965,3066,17.066518229891457
2012-10-29,21500,4985,23.186046511627907
2012-10-30,30747,8526,27.72953458874036
2012-10-31,27755,6788,24.45685462078905
2012-11-01,23638,4998,21.143920805482697
2012-11-02,28990,7951,27.426698861676442
2012-11-03,23899,5066,21.197539646010295
2012-11-04,24304,5839,24.024851876234365
2012-11-05,32184,8690,27.000994282873474
2012-11-06,31986,9109,28.4780841618208
2012-11-07,36480,11369,31.16502192982456
2012-11-08,32415,8697,26.830171217029154
2012-11-09,25157,5455,21.68382557538657
2012-11-10,27109,7906,29.163746357298315
2012-11-11,23555,6324,26.847803014222034
2012-11-12,23903,5875,24.5785047901937
2012-11-13,27131,7305,26.924919833400907
2012-11-14,29901,8009,26.785057355941273
2012-11-15,37604,10208,27.146048292734815
2012-11-16,39446,10255,25.99756629316027
2012-11-17,32538,8239,25.321162947937797
2012-11-18,34136,9702,28.42160768689946
2012-11-19,36923,10122,27.413807112098148
2012-11-20,36858,9464,25.6769222421184
2012-11-21,39066,10796,27.635283878564483
2012-11-22,30900,5702,18.45307443365696
2012-11-23,32347,6431,19.881287290938882
2012-11-24,29718,6336,21.320411871592974
2012-11-25,36736,10167,27.67584930313589
2012-11-26,35898,9142,25.466599810574404
2012-11-27,27632,5997,21.703097857556454
2012-11-28,37256,9166,24.602748550569036
2012-11-29,37423,10106,27.00478315474441
2012-11-30,29758,7807,26.234962027017943
2012-12-01,33492,9542,28.49038576376448
2012-12-02,20606,4718,22.8962438124818
2012-12-03,21659,4335,20.0147744586546
2012-12-04,32356,8042,24.85474100630486
2012-12-05,33744,7701,22.821834992887624
2012-12-06,37163,8761,23.574523047116756
2012-12-07,32145,8439,26.25291647223518
2012-12-08,33174,9154,27.593898836438175
2012-12-09,32059,10088,31.46698275055367
2012-12-10,36221,6548,18.077910604345547
2012-12-11,36779,10087,27.425976780227845
2012-12-12,36736,8141,22.160823170731707
2012-12-13,42515,11918,28.032459132071036
2012-12-14,39014,9906,25.390885323217304
2012-12-15,32365,7568,23.383284412173644
2012-12-16,35476,9998,28.182433194272182
2012-12-17,41040,11425,27.83869395711501
2012-12-18,49812,14256,28.619609732594554
2012-12-19,44765,12695,28.359209203618903
2012-12-20,35922,9879,27.501252714214132
2012-12-21,44580,12646,28.366980708838046
2012-12-22,51258,14384,28.061961059737015
2012-12-23,36738,10684,29.081604877783224
2012-12-24,36111,9097,25.191769820830217
2012-12-25,28743,7974,27.74240684688446
2012-12-26,36586,11730,32.06144426829935
2012-12-27,43787,12589,28.750542398428756
2012-12-28,47105,11576,24.574885893217278
2012-12-29,38110,8778,23.033324586722646
2012-12-30,45447,13178,28.996413404625166
2012-12-31,30064,6908,22.9776476849388
